Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels
DOT,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DOHMH,Other,referred,"(2677.65, 59476.62]",10 MANHATTAN,9
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
TLC,Commercial,followup,"(2677.65, 59476.62]",03 MANHATTAN,4
DSNY,Commercial,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",03 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
NYPD,Traffic,no_violation,"(26.55, 63.33]",09 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Other,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
DCA,Traffic,followup,"(63.33, 2677.65]",06 MANHATTAN,7
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",09 MANHATTAN,7
TLC,Commercial,followup,"(2677.65, 59476.62]",07 MANHATTAN,4
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
HPD,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
HPD,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Traffic,referred,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
DOT,Safety,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",07 MANHATTAN,7
NYPD,Other,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(63.33, 2677.65]",08 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",09 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
TLC,Personal Issue,followup,"(0.069, 26.55]",01 MANHATTAN,6
NYPD,Commercial,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
DOT,Safety,referred,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",06 MANHATTAN,7
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",09 MANHATTAN,1
DOT,Safety,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
TLC,Commercial,followup,"(2677.65, 59476.62]",07 MANHATTAN,4
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Personal Issue,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
DPR,Animals,referred,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",05 MANHATTAN,10
TLC,Commercial,followup,"(63.33, 2677.65]",06 MANHATTAN,3
HPD,House,no_violation,"(63.33, 2677.65]",09 MANHATTAN,9
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
DPR,Animals,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",01 MANHATTAN,3
NYPD,Other,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Trash/Pollution,fixed,"(63.33, 2677.65]",06 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Other,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
TLC,Commercial,followup,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",02 MANHATTAN,8
DCA,Commercial,referred,"(63.33, 2677.65]",01 MANHATTAN,3
DCA,Commercial,referred,"(63.33, 2677.65]",01 MANHATTAN,3
DCA,Commercial,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
DCA,Commercial,referred,"(63.33, 2677.65]",01 MANHATTAN,3
DCA,Commercial,referred,"(63.33, 2677.65]",01 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
TLC,Commercial,followup,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
HPD,House,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,9
HPD,Energy,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(26.55, 63.33]",01 MANHATTAN,1
NYPD,Other,referred,"(0.069, 26.55]",08 MANHATTAN,6
NYPD,Energy,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Energy,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
DCA,Commercial,followup,"(63.33, 2677.65]",01 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",02 MANHATTAN,7
NYPD,Other,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Trash/Pollution,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Safety,no_violation,"(26.55, 63.33]",08 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
DPR,Commercial,fixed,"(63.33, 2677.65]",01 MANHATTAN,1
DPR,Commercial,fixed,"(63.33, 2677.65]",01 MANHATTAN,1
NYPD,Personal Issue,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Traffic,fixed,"(63.33, 2677.65]",02 MANHATTAN,7
NYPD,Traffic,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,House,fixed,"(0.069, 26.55]",01 MANHATTAN,10
DSNY,Commercial,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Other,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Traffic,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
HPD,House,fixed,"(63.33, 2677.65]",09 MANHATTAN,4
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",04 MANHATTAN,5
DSNY,Safety,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DCA,Commercial,followup,"(2677.65, 59476.62]",10 MANHATTAN,9
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Safety,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,5
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
HPD,House,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
DSNY,Personal Issue,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Personal Issue,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Other,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DOT,Trash/Pollution,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DOT,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DOT,Trash/Pollution,no_violation,"(2677.65, 59476.62]",08 MANHATTAN,5
DSNY,Other,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
HPD,Safety,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Energy,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
TLC,Other,followup,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Energy,fixed,"(0.069, 26.55]",01 MANHATTAN,10
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,5
DSNY,Animals,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
DOT,Safety,no_violation,"(63.33, 2677.65]",01 MANHATTAN,3
DOT,Other,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",08 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",08 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",08 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",08 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",08 MANHATTAN,5
NYPD,Traffic,fixed,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(26.55, 63.33]",07 MANHATTAN,8
TLC,Other,followup,"(26.55, 63.33]",04 MANHATTAN,1
DSNY,Other,no_violation,"(2677.65, 59476.62]",08 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",08 MANHATTAN,5
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",08 MANHATTAN,5
DSNY,Animals,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",06 MANHATTAN,4
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
NYPD,Traffic,fixed,"(26.55, 63.33]",07 MANHATTAN,8
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,5
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
DSNY,Other,fixed,"(2677.65, 59476.62]",07 MANHATTAN,4
DPR,Animals,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
DPR,Animals,no_violation,"(0.069, 26.55]",08 MANHATTAN,6
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",07 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",07 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",07 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",07 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",09 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",09 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",09 MANHATTAN,5
DSNY,Other,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",06 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",06 MANHATTAN,5
DSNY,Other,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",06 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(63.33, 2677.65]",06 MANHATTAN,5
NYPD,Traffic,referred,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
DSNY,Trash/Pollution,fixed,"(63.33, 2677.65]",11 MANHATTAN,5
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
DCA,Commercial,referred,"(2677.65, 59476.62]",04 MANHATTAN,5
DCA,Commercial,followup,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
DOT,Safety,referred,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
DOT,Trash/Pollution,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
DOT,Trash/Pollution,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",10 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Traffic,info_needed,"(63.33, 2677.65]",07 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",05 MANHATTAN,7
NYPD,Trash/Pollution,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
HPD,Animals,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,9
HPD,Energy,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,9
HPD,House,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,9
HPD,Trash/Pollution,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,5
HPD,Animals,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,9
HPD,Safety,info_needed,"(2677.65, 59476.62]",08 MANHATTAN,4
NYPD,Traffic,no_violation,"(26.55, 63.33]",01 MANHATTAN,8
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,referred,"(63.33, 2677.65]",10 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Trash/Pollution,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Personal Issue,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Traffic,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,fixed,"(63.33, 2677.65]",01 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",08 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Other,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
DPR,Safety,referred,"(26.55, 63.33]",05 MANHATTAN,1
DPR,Safety,referred,"(26.55, 63.33]",05 MANHATTAN,1
DPR,Safety,referred,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Safety,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,House,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,House,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Other,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
